id,user_id,created_at,location_id,submitted_at,distance,delivered_at
24346,392,2017-11-01 15:42:19.384759,26,2017-11-01 16:26:29.835984,2.0048612805605797,2017-11-01 17:04:20.355577
24404,1368,2017-11-01 16:33:16.916186,5,2017-11-01 16:35:15.097651,1.9753109723483524,2017-11-01 16:57:11.214252
24405,1846,2017-11-01 16:36:18.153633,26,2017-11-01 16:39:16.437651,2.4618685898518238,2017-11-01 17:13:34.695529
24349,3273,2017-11-01 15:44:11.445446,13,2017-11-01 16:56:57.072118,1.3104613651551984,2017-11-01 17:08:25.21297
24418,1114,2017-11-01 16:53:38.950825,11,2017-11-01 16:57:38.096178,1.9884653464640976,2017-11-01 17:33:11.118954
24413,1274,2017-11-01 16:49:53.484213,11,2017-11-01 16:57:53.557576,1.1895852376169442,2017-11-01 17:39:26.316318
24417,64,2017-11-01 16:52:52.346778,27,2017-11-01 17:00:03.948388,0.8098867299949922,2017-11-01 17:37:54.12783
24445,2581,2017-11-01 17:02:33.715787,15,2017-11-01 17:04:20.833419,2.102804070265179,2017-11-01 17:47:01.085062
24430,2466,2017-11-01 16:57:26.956669,15,2017-11-01 17:05:49.492631,8.155759721197873,2017-11-01 17:58:18.988288
24447,3276,2017-11-01 17:02:56.132157,26,2017-11-01 17:06:12.005218,2.6387474404829687,2017-11-01 17:37:45.105263
24450,2689,2017-11-01 17:08:32.584023,11,2017-11-01 17:11:40.50009,0.1673768126540599,2017-11-01 17:49:14.244863
24459,2464,2017-11-01 17:18:29.795569,25,2017-11-01 17:19:39.107597,0.1829091715920135,2017-11-01 17:49:07.880293
24439,575,2017-11-01 17:01:31.935073,14,2017-11-01 17:21:35.994897,3.367452020861371,2017-11-01 18:03:15.608428
24458,757,2017-11-01 17:15:47.769738,11,2017-11-01 17:21:36.940268,1.1807197005600545,2017-11-01 18:11:59.715238
24456,2137,2017-11-01 17:14:17.474612,11,2017-11-01 17:25:17.979623,1.5224342471169339,2017-11-01 18:08:14.766567
24472,39,2017-11-01 17:23:28.320051,29,2017-11-01 17:27:52.352301,0.6036391350468692,2017-11-01 17:43:16.569733
24471,255,2017-11-01 17:23:20.646787,14,2017-11-01 17:29:15.609977,5.016657262190034,2017-11-01 17:56:03.991531
24480,2008,2017-11-01 17:31:33.857723,15,2017-11-01 17:40:21.301762,1.1120759291944482,2017-11-01 18:20:52.934875
24479,2680,2017-11-01 17:29:12.535704,11,2017-11-01 17:41:12.87644,0.7428352692850491,2017-11-01 18:08:41.788854
24485,3278,2017-11-01 17:41:24.095868,5,2017-11-01 17:43:52.357509,1.6585460427623802,2017-11-01 18:07:39.681107
24505,1433,2017-11-01 17:58:09.519012,27,2017-11-01 17:59:28.783044,1.678535837741835,2017-11-01 18:20:33.717527
24510,2589,2017-11-01 18:01:12.025277,11,2017-11-01 18:09:21.657414,2.0797342682126967,2017-11-01 18:42:44.524805
24511,99,2017-11-01 18:08:41.816504,11,2017-11-01 18:17:00.0937,1.1605648032431402,2017-11-01 18:48:38.088394
23377,1602,2017-10-30 18:42:18.820571,15,2017-11-01 18:25:27.781821,1.0186402617772594,2017-11-01 18:43:55.967097
24523,1360,2017-11-01 18:25:48.928852,5,2017-11-01 18:27:30.692758,6.589786764217612,2017-11-01 18:52:22.555119
24528,34,2017-11-01 18:47:51.172913,24,2017-11-01 18:50:24.710153,0.23393524557537781,2017-11-01 19:13:05.851174
24533,1439,2017-11-01 18:53:14.913393,29,2017-11-01 18:54:18.726173,1.3735400162217193,2017-11-01 19:16:26.788182
24542,2944,2017-11-01 19:01:59.399113,5,2017-11-01 19:03:57.685671,0.7427343523529772,2017-11-01 19:22:10.661479
24549,3021,2017-11-01 19:12:59.179839,5,2017-11-01 19:14:00.056075,0.9438568735334119,2017-11-01 19:27:27.904325
24558,1264,2017-11-01 19:29:57.180243,5,2017-11-01 19:31:16.28982,0.7543643436093037,2017-11-01 19:49:38.469169
24567,352,2017-11-01 19:44:30.241331,15,2017-11-01 19:46:11.582761,1.9096816361919884,2017-11-01 20:15:55.886007
24557,1557,2017-11-01 19:29:24.695615,11,2017-11-01 19:46:32.102892,1.4082608942507764,2017-11-01 20:17:02.902733
24571,157,2017-11-01 20:01:01.915713,5,2017-11-01 20:02:27.058982,1.0022443627943496,2017-11-01 20:14:29.821789
24564,2636,2017-11-01 19:39:04.274897,5,2017-11-01 20:06:06.787931,1.378038307074609,2017-11-01 20:30:54.370787
23898,1172,2017-10-31 17:16:12.398738,5,2017-11-01 20:13:18.585096,0.6274605977209953,2017-11-01 20:24:22.244922
24576,3280,2017-11-01 20:16:17.233044,5,2017-11-01 20:18:56.716919,0.582893235942349,2017-11-01 20:35:23.921993
24573,2822,2017-11-01 20:04:51.618478,11,2017-11-01 20:22:32.945251,1.5668983225015782,2017-11-01 21:05:28.951776
24579,3046,2017-11-01 20:48:51.376959,15,2017-11-01 20:52:48.847975,2.973586041388281,2017-11-01 21:26:39.597506
24581,3283,2017-11-01 20:55:44.30127,26,2017-11-01 20:59:19.856599,2.9451256444584177,2017-11-01 21:39:21.462207
12622,2094,2017-10-12 02:43:25.826054,16,2017-11-01 21:06:18.686833,2.8363841388393882,2017-11-01 21:40:38.153437
24580,3284,2017-11-01 20:52:46.693506,14,2017-11-01 21:12:53.207496,0.8376265236559545,2017-11-01 21:42:06.21312
24606,840,2017-11-01 21:26:59.469849,16,2017-11-01 21:29:48.837947,2.0674914454488604,2017-11-01 22:00:26.034161
24605,3285,2017-11-01 21:22:40.155509,5,2017-11-01 21:30:10.665993,1.5387702202197069,2017-11-01 21:46:46.227277
24610,2440,2017-11-01 21:32:52.441093,11,2017-11-01 21:39:29.024701,1.6060275259320154,2017-11-01 22:09:35.257303
24582,2551,2017-11-01 21:00:01.920268,15,2017-11-01 21:44:30.473768,2.3136980291892355,2017-11-01 22:13:34.827077
22176,809,2017-10-28 17:12:07.802534,25,2017-11-01 21:45:45.844721,7.4536434708504,2017-11-01 22:34:35.88094
24615,2551,2017-11-01 21:45:28.018487,26,2017-11-01 21:47:47.299184,2.9690638506827094,2017-11-01 22:25:10.47832
24616,1462,2017-11-01 21:49:28.025091,15,2017-11-01 21:51:32.28758,1.8141916404943181,2017-11-01 22:16:09.62628
24623,1231,2017-11-01 22:04:02.001316,29,2017-11-01 22:09:27.619165,2.5901437704229644,2017-11-01 22:34:20.815647
24629,1318,2017-11-01 22:14:43.51638,15,2017-11-01 22:24:10.18538,1.6111972935110943,2017-11-01 22:51:31.011665
24639,2970,2017-11-01 22:36:20.849177,26,2017-11-01 22:38:36.136278,4.906435768956903,2017-11-01 23:08:13.904332
24613,3287,2017-11-01 21:40:52.289214,16,2017-11-01 22:45:14.29248,3.5745499447424565,2017-11-01 23:45:24.358733
24659,3213,2017-11-01 22:52:40.038623,26,2017-11-01 22:55:39.03729,2.5058419369582126,2017-11-01 23:25:46.129513
24640,3291,2017-11-01 22:39:57.870817,15,2017-11-01 22:57:26.162361,2.698834637845502,2017-11-01 23:28:14.862283
24673,2651,2017-11-01 23:01:30.116683,5,2017-11-01 23:04:11.752483,0.7717626931096103,2017-11-01 23:26:31.833425
24655,765,2017-11-01 22:50:14.311277,11,2017-11-01 23:05:49.150505,2.367247231125546,2017-11-01 23:41:40.194394
24674,969,2017-11-01 23:11:27.536799,25,2017-11-01 23:13:43.098667,1.733662519215033,2017-11-01 23:45:38.222535
24675,2131,2017-11-01 23:19:55.993628,16,2017-11-01 23:27:25.861755,7.790604713010874,2017-11-02 00:16:25.356071
24589,2888,2017-11-01 21:07:51.168971,14,2017-11-01 23:29:30.740511,5.471391623154565,2017-11-02 00:32:08.475371
24684,204,2017-11-01 23:31:51.088043,16,2017-11-01 23:33:33.090755,1.0609808614889296,2017-11-02 00:16:57.435008
24683,201,2017-11-01 23:31:48.365033,25,2017-11-01 23:34:53.743076,7.091781189653396,2017-11-02 00:27:13.737924
24688,1029,2017-11-01 23:36:46.752631,26,2017-11-01 23:41:05.533117,0.45557684790937114,2017-11-02 00:04:11.275305
24704,3297,2017-11-02 00:08:40.585137,26,2017-11-02 00:12:52.243207,1.9340122470719503,2017-11-02 00:33:05.130624
24703,3294,2017-11-02 00:07:41.428813,15,2017-11-02 00:15:25.430466,1.4043285435491275,2017-11-02 00:38:47.106087
24711,2226,2017-11-02 00:13:33.036047,15,2017-11-02 00:15:32.782254,3.2950138880047204,2017-11-02 00:41:53.891392
24717,3298,2017-11-02 00:22:23.809229,25,2017-11-02 00:37:51.878698,2.394105576043555,2017-11-02 01:09:00.176486
24727,1406,2017-11-02 00:39:36.879318,15,2017-11-02 00:43:58.551806,7.619431667954003,2017-11-02 01:17:31.060959
24720,3300,2017-11-02 00:26:55.31909,26,2017-11-02 00:50:31.93295,2.2852621381183873,2017-11-02 01:23:45.204739
24728,3299,2017-11-02 00:41:25.284179,5,2017-11-02 00:59:55.305871,1.5528532986632626,2017-11-02 01:13:27.370177
24734,335,2017-11-02 01:08:20.637074,11,2017-11-02 01:15:39.337947,0.8480648619610758,2017-11-02 01:45:10.593583
24738,2201,2017-11-02 01:14:26.821316,28,2017-11-02 01:18:30.748596,1.0236508709962382,2017-11-02 01:57:52.375933
24715,347,2017-11-02 00:14:33.188017,11,2017-11-02 01:26:58.063131,1.820512790912452,2017-11-02 01:57:19.527989
24742,2105,2017-11-02 01:24:08.945161,28,2017-11-02 01:28:05.243805,2.711245473648977,2017-11-02 02:05:46.195231
24739,978,2017-11-02 01:15:11.87584,5,2017-11-02 01:28:45.211486,1.0006268234831264,2017-11-02 01:52:09.726369
24747,2141,2017-11-02 01:33:20.119569,5,2017-11-02 01:37:38.484262,1.2179908745515535,2017-11-02 02:01:31.179421
24750,2617,2017-11-02 01:40:45.361975,5,2017-11-02 01:45:47.192446,1.2037643324351068,2017-11-02 02:08:32.36792
24766,2776,2017-11-02 02:21:59.096287,11,2017-11-02 02:25:00.596789,1.6681520853257308,2017-11-02 02:58:20.284052
12869,2142,2017-10-12 20:32:08.321271,11,2017-11-02 02:34:10.014458,0.8443431010279222,2017-11-02 03:10:21.711504
24768,772,2017-11-02 02:35:44.780292,5,2017-11-02 02:38:22.137349,0.772574374008854,2017-11-02 02:50:32.266863
24769,3062,2017-11-02 02:38:29.240482,25,2017-11-02 02:43:08.023167,2.5800571569480777,2017-11-02 03:31:44.443839
24770,2974,2017-11-02 02:39:29.769373,5,2017-11-02 02:44:01.789714,1.5743497623270577,2017-11-02 03:01:50.832622
24771,1255,2017-11-02 02:48:47.394861,5,2017-11-02 02:56:42.903102,0.7223747481875673,2017-11-02 03:10:05.242995
24777,3089,2017-11-02 03:44:44.851825,5,2017-11-02 03:47:48.994345,1.5844988588665168,2017-11-02 04:10:22.977729
24779,1386,2017-11-02 03:52:00.172846,5,2017-11-02 03:55:13.048357,1.0793803640453448,2017-11-02 04:11:28.941155
12353,2072,2017-10-11 05:43:49.614137,5,2017-11-02 04:11:03.508355,0.3427154812424194,2017-11-02 04:25:31.378463
24782,1800,2017-11-02 04:08:40.674165,5,2017-11-02 04:11:17.558304,1.0006268234831264,2017-11-02 04:33:26.766229
24784,3231,2017-11-02 04:27:29.518264,5,2017-11-02 04:29:23.214035,1.573460904646542,2017-11-02 04:44:45.239985
24786,2409,2017-11-02 04:34:36.617763,5,2017-11-02 04:36:27.619962,1.5282029935719097,2017-11-02 04:55:08.838142
24787,1392,2017-11-02 04:36:40.130293,5,2017-11-02 04:46:14.366297,0.9900144116097134,2017-11-02 05:00:09.688952
24805,1083,2017-11-02 13:38:30.065596,5,2017-11-02 13:43:13.839138,1.333754249159663,2017-11-02 14:01:08.712753
24807,2682,2017-11-02 13:51:17.216826,5,2017-11-02 13:53:16.661455,0.3512940163047237,2017-11-02 14:05:54.699191
24814,1379,2017-11-02 14:34:49.958685,27,2017-11-02 14:36:55.288278,2.8856453845343397,2017-11-02 15:03:19.547874
24638,2957,2017-11-01 22:34:54.125487,10,2017-11-02 14:45:48.009785,0.5938240161235006,2017-11-02 15:08:24.782743
24816,3189,2017-11-02 14:50:02.405357,27,2017-11-02 14:54:23.531473,0.6090847442011615,2017-11-02 15:18:41.790057
24819,34,2017-11-02 15:14:34.949948,27,2017-11-02 15:24:09.147891,1.9481259017070955,2017-11-02 15:49:52.070736
24837,2906,2017-11-02 15:42:39.920964,27,2017-11-02 15:44:53.614736,0.864339141037002,2017-11-02 16:07:23.771068
24831,1348,2017-11-02 15:32:52.786412,15,2017-11-02 15:58:14.257564,2.5962772418978832,2017-11-02 16:32:20.410064
24854,2139,2017-11-02 16:15:42.125372,13,2017-11-02 16:17:23.765306,2.002835983191549,2017-11-02 16:33:14.082055
24864,28,2017-11-02 16:23:39.830723,26,2017-11-02 16:25:01.677794,2.901185032924241,2017-11-02 17:07:54.206372
24852,3312,2017-11-02 16:12:26.570677,5,2017-11-02 16:27:37.540891,2.024116863661793,2017-11-02 16:41:47.342364
24886,1486,2017-11-02 16:34:13.802199,15,2017-11-02 16:41:19.054521,3.499337391913782,2017-11-02 17:07:46.596739
24894,2379,2017-11-02 16:42:32.593777,5,2017-11-02 16:43:14.233627,0.772574374008854,2017-11-02 16:57:17.446217
24893,275,2017-11-02 16:39:35.533942,5,2017-11-02 16:43:57.771324,1.7051393158992696,2017-11-02 16:57:10.917828
24875,1930,2017-11-02 16:26:50.689015,26,2017-11-02 16:47:35.134238,1.0857217787375881,2017-11-02 17:28:27.860187
24895,3298,2017-11-02 16:44:28.16092,29,2017-11-02 16:48:11.390255,2.537783468301197,2017-11-02 17:11:54.727065
24851,1164,2017-11-02 16:11:41.499941,15,2017-11-02 16:49:03.702423,1.2378055451085648,2017-11-02 17:12:41.284082
24902,1362,2017-11-02 16:51:51.502596,5,2017-11-02 16:52:45.19171,0.7795428452814094,2017-11-02 17:04:01.814503
24903,294,2017-11-02 16:54:16.348698,5,2017-11-02 16:57:34.326069,1.7771841240965842,2017-11-02 17:17:07.793091
24905,3235,2017-11-02 16:57:23.501257,25,2017-11-02 16:59:22.970069,1.4570244284752603,2017-11-02 17:38:25.154022
24907,2581,2017-11-02 16:59:04.304115,18,2017-11-02 16:59:49.557306,2.35520317523532,2017-11-02 17:33:00.595143
24835,2808,2017-11-02 15:40:06.534556,11,2017-11-02 17:04:50.253197,1.231224508559895,2017-11-02 17:23:53.746271
19073,1219,2017-10-23 02:41:08.140421,5,2017-11-02 17:18:05.16271,0.5692622664530029,2017-11-02 17:27:37.385093
24922,3167,2017-11-02 17:20:05.798327,14,2017-11-02 17:24:19.344326,0.8920989606385765,2017-11-02 18:01:53.610157
24926,3315,2017-11-02 17:23:17.659089,5,2017-11-02 17:30:37.174702,0.7716007543794844,2017-11-02 17:48:15.914264
24931,2815,2017-11-02 17:30:42.654242,29,2017-11-02 17:32:22.325929,1.508395316282671,2017-11-02 17:55:49.551603
24928,3210,2017-11-02 17:28:07.899965,15,2017-11-02 17:37:01.926202,1.2378055451085648,2017-11-02 17:56:11.887166
24947,3319,2017-11-02 17:54:47.584656,28,2017-11-02 17:57:13.061431,2.08881737797811,2017-11-02 18:33:22.020602
24949,3089,2017-11-02 17:58:37.722054,5,2017-11-02 18:03:09.904596,1.5844988588665168,2017-11-02 18:19:53.809383
24950,493,2017-11-02 18:06:02.964281,26,2017-11-02 18:09:39.772685,2.538639972080633,2017-11-02 18:47:00.190918
24913,2584,2017-11-02 17:10:36.047497,25,2017-11-02 18:22:41.387522,0.28345127827064553,2017-11-02 18:50:55.021028
20918,2817,2017-10-26 17:37:49.976633,29,2017-11-02 18:32:22.271285,1.0035734936012586,2017-11-02 18:48:13.469158
24958,1439,2017-11-02 18:33:26.035291,17,2017-11-02 18:34:01.416408,1.352469204373844,2017-11-02 18:54:02.704989
24962,2226,2017-11-02 18:39:11.089641,28,2017-11-02 18:44:17.192734,0.5223406438235272,2017-11-02 19:19:06.998007
24969,1104,2017-11-02 18:45:22.852065,15,2017-11-02 18:49:13.008273,0.5269321192328816,2017-11-02 19:17:31.260844
25004,297,2017-11-02 20:05:21.849442,5,2017-11-02 20:07:17.151077,0.8501665013579452,2017-11-02 20:28:42.054478
25019,963,2017-11-02 20:51:55.906056,28,2017-11-02 20:52:40.42263,1.9120838770775896,2017-11-02 21:27:51.30988
25026,3321,2017-11-02 21:13:04.427968,27,2017-11-02 21:19:40.867371,1.8298061311725489,2017-11-02 21:39:58.928944
25007,39,2017-11-02 20:09:53.598913,12,2017-11-02 21:32:07.768954,1.8993306619215238,2017-11-02 22:00:44.994393
25033,410,2017-11-02 21:28:01.248499,5,2017-11-02 21:36:53.333739,1.5263359854820153,2017-11-02 21:59:20.622991
25049,1103,2017-11-02 21:35:58.394939,5,2017-11-02 21:43:56.919289,1.1358783298703459,2017-11-02 22:11:07.364697
25079,239,2017-11-02 21:54:25.362318,5,2017-11-02 22:01:28.302415,0.9787314494581103,2017-11-02 22:17:10.648219
25092,96,2017-11-02 22:02:16.756844,15,2017-11-02 22:03:43.27247,2.5610153274766203,2017-11-02 22:23:12.52206
25106,2164,2017-11-02 22:16:05.88614,16,2017-11-02 22:17:27.717492,2.1318022217953416,2017-11-02 22:40:37.937589
25104,1584,2017-11-02 22:13:50.31366,11,2017-11-02 22:21:45.810838,1.4079402462067034,2017-11-02 22:51:42.770092
25096,3325,2017-11-02 22:07:58.582406,15,2017-11-02 22:22:14.926095,1.388581843563651,2017-11-02 22:56:03.906929
25113,1378,2017-11-02 22:28:29.340255,16,2017-11-02 22:31:54.687047,2.4078336244668685,2017-11-02 23:08:51.195212
25124,189,2017-11-02 22:47:01.491213,16,2017-11-02 22:49:58.587517,3.2859045437143704,2017-11-02 23:36:54.036487
25128,327,2017-11-02 22:52:50.048657,24,2017-11-02 22:54:17.230615,0.4316078284195204,2017-11-02 23:24:28.152268
25130,3202,2017-11-02 22:57:26.822875,5,2017-11-02 23:00:20.450085,1.1565985975029387,2017-11-02 23:20:07.503654
25131,258,2017-11-02 23:01:42.25842,14,2017-11-02 23:02:49.912947,1.9190665349541882,2017-11-02 23:26:39.196592
25133,452,2017-11-02 23:05:08.116495,24,2017-11-02 23:07:35.357597,1.5546598626861892,2017-11-02 23:44:17.379051
25089,3017,2017-11-02 22:01:13.582473,15,2017-11-02 23:08:51.021237,0.9255044233164219,2017-11-02 23:45:51.665733
25137,3328,2017-11-02 23:06:06.028553,5,2017-11-02 23:09:33.4098,1.6585460427623802,2017-11-02 23:22:21.267811
25150,1406,2017-11-02 23:12:31.837963,26,2017-11-02 23:14:12.876261,8.26875094178049,2017-11-02 23:44:59.123078
25146,237,2017-11-02 23:09:16.450968,29,2017-11-02 23:14:30.420881,0.9182189070307654,2017-11-02 23:29:32.341776
25149,2637,2017-11-02 23:11:38.589049,29,2017-11-02 23:20:23.693986,1.526507129034522,2017-11-02 23:44:46.835354
25157,1762,2017-11-02 23:17:49.606348,14,2017-11-02 23:24:10.131378,1.934192858342299,2017-11-02 23:54:37.702533
25166,1151,2017-11-02 23:29:32.907807,11,2017-11-02 23:31:08.307089,0.364142175603338,2017-11-03 00:19:55.380547
25164,809,2017-11-02 23:27:05.114527,16,2017-11-02 23:35:41.599931,5.4715178149476555,2017-11-03 00:13:10.180486
25173,1160,2017-11-02 23:38:39.809218,15,2017-11-02 23:43:43.770403,4.789636464836816,2017-11-03 00:12:56.663295
25172,3331,2017-11-02 23:37:36.435417,5,2017-11-02 23:56:43.439714,7.681168490112633,2017-11-03 00:24:13.457611
25185,3333,2017-11-02 23:46:20.799072,13,2017-11-03 00:05:43.524446,1.5964011890352479,2017-11-03 00:27:43.62547
25191,3057,2017-11-03 00:01:51.666704,11,2017-11-03 00:09:01.474482,1.6297351007392633,2017-11-03 00:35:46.340904
25153,133,2017-11-02 23:12:59.961298,26,2017-11-03 00:15:33.594213,4.944961264603203,2017-11-03 00:55:19.533766
25197,2797,2017-11-03 00:09:21.66363,10,2017-11-03 00:16:41.283433,0.9990131969572419,2017-11-03 00:43:52.589045
25211,1038,2017-11-03 00:18:08.343811,5,2017-11-03 00:22:36.283105,1.8077075947042585,2017-11-03 00:42:58.489405
25209,828,2017-11-03 00:17:34.807318,14,2017-11-03 00:23:00.753667,3.603165137728467,2017-11-03 01:10:44.975006
25199,441,2017-11-03 00:14:47.129407,5,2017-11-03 00:26:56.153684,1.162534903590281,2017-11-03 00:42:08.586263
25219,766,2017-11-03 00:21:09.949698,5,2017-11-03 00:34:47.910578,1.0006268234831264,2017-11-03 00:50:12.548508
25229,2839,2017-11-03 00:57:06.254917,24,2017-11-03 00:59:08.041874,1.4004213355735602,2017-11-03 02:10:22.382384
25231,360,2017-11-03 00:57:42.668197,12,2017-11-03 01:00:54.93218,6.953644320866237,2017-11-03 01:39:04.196541
25236,286,2017-11-03 01:07:47.806189,14,2017-11-03 01:10:50.446417,1.2649903924045127,2017-11-03 01:43:25.687539
25240,2176,2017-11-03 01:20:11.169291,11,2017-11-03 01:27:01.45425,1.0393835386080914,2017-11-03 01:47:58.390632
24643,886,2017-11-01 22:41:21.399061,5,2017-11-03 01:50:10.103106,1.0190753876847265,2017-11-03 01:59:17.276604
25251,496,2017-11-03 01:51:42.365135,17,2017-11-03 01:55:14.983312,2.122861968358019,2017-11-03 02:50:14.078714
25249,2636,2017-11-03 01:49:43.545505,5,2017-11-03 01:56:47.422304,1.378038307074609,2017-11-03 02:15:05.216029
24793,3225,2017-11-02 07:27:27.232045,5,2017-11-03 02:00:04.545123,1.0134624101217609,2017-11-03 02:14:03.049306
25265,538,2017-11-03 02:44:46.958717,5,2017-11-03 02:52:10.077979,1.1017056747981644,2017-11-03 03:16:36.190534
22661,1382,2017-10-29 08:19:54.554331,5,2017-11-03 02:53:16.748673,1.0757774610374176,2017-11-03 03:09:41.358802
25256,2888,2017-11-03 02:09:02.16471,25,2017-11-03 02:55:01.357766,0.2023777423513044,2017-11-03 03:17:57.781543
