pickUpJobId,createdAt,distance.value,duration.value,status,vehicleType
25021,2017-11-03T21:56:47.000Z,16377.95422578292,1231,2,STANDARD
25024,2017-11-03T22:02:48.000Z,2798.99217718686,358,2,STANDARD
25039,2017-11-03T23:23:58.000Z,8790.975430385739,823,2,STANDARD
25042,2017-11-03T23:31:12.000Z,5025.98595303364,423,2,STANDARD
25045,2017-11-03T23:48:39.000Z,4199.988261588,556,2,STANDARD
25053,2017-11-04T00:11:43.000Z,5991.9832531988795,445,2,STANDARD
25074,2017-11-04T00:58:56.000Z,4365.98779764124,529,2,STANDARD
25092,2017-11-04T01:19:07.000Z,15897.95556731572,1548,2,STANDARD
25099,2017-11-04T01:27:53.000Z,7656.97859975698,701,2,STANDARD
25101,2017-11-04T01:37:45.000Z,9539.9733370356,1009,2,STANDARD
25106,2017-11-04T01:47:51.000Z,3269.9908608078,388,2,STANDARD
25109,2017-11-04T01:50:56.000Z,3421.9904359890797,664,2,STANDARD
25115,2017-11-04T02:01:18.000Z,1491.99583006888,209,2,STANDARD
25118,2017-11-04T02:17:11.000Z,6348.98225543386,500,2,STANDARD
25120,2017-11-04T02:34:37.000Z,5152.9855980864195,431,2,STANDARD
25121,2017-11-04T02:43:59.000Z,3908.034351639999,362,2,STANDARD
25122,2017-11-04T02:54:00.000Z,18475.657721799984,920,2,STANDARD
25126,2017-11-04T03:05:58.000Z,4468.98750977066,443,2,STANDARD
25127,2017-11-04T03:08:59.000Z,5093.9857629831595,427,2,STANDARD
25128,2017-11-04T03:10:01.000Z,30982.913406852615,2057,2,STANDARD
25129,2017-11-04T03:37:13.000Z,8109.9773336854,678,2,STANDARD
25130,2017-11-04T03:41:17.000Z,10473.655530959995,736,2,STANDARD
25131,2017-11-04T03:41:23.000Z,6301.98238679228,828,2,STANDARD
25132,2017-11-04T03:46:35.000Z,3594.1132725599996,279,2,STANDARD
25136,2017-11-04T04:03:20.000Z,4659.9869759524,483,2,STANDARD
25137,2017-11-04T04:19:17.000Z,1079.0399392399997,223,2,STANDARD
25138,2017-11-04T04:21:36.000Z,3964.8054294800004,457,2,STANDARD
25141,2017-11-04T04:36:30.000Z,17597.53261617999,1302,2,STANDARD
25145,2017-11-04T04:48:17.000Z,1860.9947987655398,229,2,STANDARD
25148,2017-11-04T04:53:14.000Z,3004.9916014457,349,2,STANDARD
25153,2017-11-04T04:57:54.000Z,1577.9955897109198,312,2,STANDARD
25157,2017-11-04T05:08:14.000Z,2946.99176354758,269,2,STANDARD
25158,2017-11-04T05:09:16.000Z,9298.97401059686,834,2,STANDARD
25159,2017-11-04T05:18:19.000Z,3071.99141419008,297,2,STANDARD
25162,2017-11-04T05:23:43.000Z,6212.359783939996,499,2,STANDARD
25164,2017-11-04T05:32:39.000Z,15702.956112313419,1178,2,STANDARD
25165,2017-11-04T05:34:10.000Z,1163.99674678296,146,2,STANDARD
25166,2017-11-04T05:34:27.000Z,1738.7067959,421,2,STANDARD
25167,2017-11-04T05:35:37.000Z,3818.3876762800005,904,2,STANDARD
25169,2017-11-04T05:42:38.000Z,6119.9788399200015,606,2,STANDARD
25171,2017-11-04T05:49:03.000Z,5450.98476521814,735,2,STANDARD
25172,2017-11-04T05:50:48.000Z,3103.9913247545596,339,2,STANDARD
25174,2017-11-04T06:05:47.000Z,13196.96311623258,1150,2,STANDARD
25175,2017-11-04T06:06:17.000Z,5999.98323084,434,2,STANDARD
25176,2017-11-04T06:08:21.000Z,7991.264674360003,863,2,STANDARD
25177,2017-11-04T06:08:54.000Z,7360.858837579998,680,2,STANDARD
25178,2017-11-04T06:11:03.000Z,2029.854104640001,201,2,STANDARD
25180,2017-11-04T06:13:49.000Z,9019.9747903628,760,2,STANDARD
25183,2017-11-04T06:28:58.000Z,2043.9792818199996,195,2,STANDARD
25184,2017-11-04T06:40:57.000Z,1193.99666293716,199,2,STANDARD
25185,2017-11-04T06:52:23.000Z,2372.99336779722,521,2,STANDARD
25188,2017-11-04T07:04:40.000Z,4282.98802961462,485,2,STANDARD
25190,2017-11-04T07:26:03.000Z,4141.98842368988,443,2,STANDARD
25191,2017-11-04T12:18:51.000Z,8674.975754589499,506,2,STANDARD
25198,2017-11-04T14:38:59.000Z,4131.50730404,533,2,STANDARD
25202,2017-11-04T15:16:54.000Z,1556.99564840298,212,2,STANDARD
25206,2017-11-04T16:44:35.000Z,4440.98758802674,581,2,STANDARD
25208,2017-11-04T17:20:27.000Z,1368.9961738366599,192,2,STANDARD
25212,2017-11-04T17:40:10.000Z,5933.98341530076,636,2,STANDARD
25213,2017-11-04T17:45:59.000Z,2958.9917300092598,331,2,STANDARD
25216,2017-11-04T17:58:26.000Z,12255.96574619584,908,2,STANDARD
25222,2017-11-04T18:17:42.000Z,4032.6696879399988,607,2,STANDARD
25237,2017-11-04T18:58:06.000Z,381.99893236348,151,2,STANDARD
25240,2017-11-04T19:04:47.000Z,7386.979354369179,1494,2,STANDARD
25242,2017-11-04T19:28:52.000Z,2113.44483358,247,2,STANDARD
25250,2017-11-04T20:03:02.000Z,4798.98658746686,470,2,STANDARD
25251,2017-11-04T20:05:28.000Z,5801.98378422228,586,2,STANDARD
25258,2017-11-04T20:35:38.000Z,19539.445945859996,1192,2,STANDARD
25263,2017-11-04T20:48:39.000Z,1139.9968138596,162,2,STANDARD
25266,2017-11-04T21:03:13.000Z,6294.982406356299,624,2,STANDARD
25273,2017-11-04T21:45:30.000Z,4487.987456668319,505,2,STANDARD
25275,2017-11-04T22:08:53.000Z,4412.98766628282,425,2,STANDARD
25280,2017-11-04T22:21:08.000Z,6114.9829094311,652,2,STANDARD
25282,2017-11-04T22:25:46.000Z,5980.502170140001,488,2,STANDARD
25286,2017-11-04T22:32:19.000Z,2030.9943236393399,253,2,STANDARD
25306,2017-11-04T23:07:31.000Z,4538.98731413046,528,2,STANDARD
25314,2017-11-04T23:38:52.000Z,4380.98775571834,409,2,STANDARD
25316,2017-11-04T23:39:25.000Z,5705.98405252884,467,2,STANDARD
25322,2017-11-04T23:54:24.000Z,14629.959111198199,872,2,STANDARD
25323,2017-11-04T23:55:09.000Z,8304.9767886877,886,2,STANDARD
25330,2017-11-05T00:15:37.000Z,6202.98266348342,1205,2,STANDARD
25338,2017-11-05T01:06:56.000Z,6595.178317759996,619,2,STANDARD
25340,2017-11-05T01:27:03.000Z,15386.95699548918,1084,2,STANDARD
25341,2017-11-05T01:30:45.000Z,8326.203733839999,641,2,STANDARD
25344,2017-11-05T01:34:11.000Z,2278.99363051406,340,2,STANDARD
25345,2017-11-05T01:36:46.000Z,4433.9876075907605,508,2,STANDARD
25354,2017-11-05T02:09:04.000Z,6084.705325799997,532,2,STANDARD
25355,2017-11-05T02:13:57.000Z,5932.98341809562,588,2,STANDARD
25357,2017-11-05T02:18:46.000Z,3639.9898267095996,513,2,STANDARD
25358,2017-11-05T02:23:52.000Z,3707.9896366591197,354,2,STANDARD
25359,2017-11-05T02:32:03.000Z,2577.99279485092,199,2,STANDARD
25360,2017-11-05T02:34:01.000Z,3302.161293819998,424,2,STANDARD
25361,2017-11-05T02:36:11.000Z,5461.895573819998,684,2,STANDARD
25362,2017-11-05T02:37:42.000Z,3512.9901816568195,336,2,STANDARD
25366,2017-11-05T02:54:55.000Z,6497.981838999719,590,2,STANDARD
25367,2017-11-05T02:55:25.000Z,24305.93206813284,755,2,SUV
25368,2017-11-05T03:02:46.000Z,18251.948988215277,937,2,STANDARD
25369,2017-11-05T03:04:24.000Z,3681.6597592199983,421,2,STANDARD
25370,2017-11-05T03:13:14.000Z,3459.945815440002,406,2,STANDARD
25371,2017-11-05T03:17:41.000Z,24321.93202341508,1072,2,STANDARD
25372,2017-11-05T03:24:01.000Z,5797.235358959997,450,2,STANDARD
25373,2017-11-05T03:28:10.000Z,6186.98270820118,666,2,STANDARD
25374,2017-11-05T03:32:03.000Z,13103.963376154561,1149,2,STANDARD
25375,2017-11-05T03:33:42.000Z,15924.955491854498,1155,2,STANDARD
25377,2017-11-05T03:36:58.000Z,5105.936924599997,519,2,STANDARD
25379,2017-11-05T03:41:01.000Z,16578.424498539996,974,2,STANDARD
25385,2017-11-05T04:02:02.000Z,14385.827495739995,1054,2,STANDARD
25387,2017-11-05T04:06:04.000Z,6676.2488202600025,554,2,STANDARD
25390,2017-11-05T04:10:11.000Z,6844.9808691833,538,2,STANDARD
25393,2017-11-05T04:12:28.000Z,5660.984178297539,979,2,STANDARD
25394,2017-11-05T04:13:43.000Z,5286.187832620002,445,2,STANDARD
25397,2017-11-05T04:16:46.000Z,7973.97771378636,630,2,STANDARD
25402,2017-11-05T04:19:21.000Z,804.61689178,174,2,STANDARD
25403,2017-11-05T04:19:52.000Z,2146.9939994355796,346,2,STANDARD
25408,2017-11-05T04:24:13.000Z,12948.113950699999,897,2,STANDARD
25409,2017-11-05T04:28:32.000Z,6846.718159760002,610,2,STANDARD
25410,2017-11-05T04:31:18.000Z,1193.83094276,268,2,STANDARD
25412,2017-11-05T04:35:25.000Z,6312.679602180001,507,2,STANDARD
25413,2017-11-05T04:45:31.000Z,5605.073725600002,419,2,STANDARD
25414,2017-11-05T04:46:14.000Z,8423.976456099359,566,2,STANDARD
25419,2017-11-05T05:03:11.000Z,3325.596502900001,343,2,STANDARD
25420,2017-11-05T05:03:19.000Z,3968.98890720066,383,2,STANDARD
25421,2017-11-05T05:06:22.000Z,19805.94464500284,1233,2,STANDARD
25423,2017-11-05T05:09:18.000Z,3238.09507776,306,2,STANDARD
25424,2017-11-05T05:09:52.000Z,6919.898068240002,572,2,STANDARD
25425,2017-11-05T05:11:33.000Z,20472.94278083122,1292,2,STANDARD
25427,2017-11-05T05:16:07.000Z,4945.98617662244,465,2,STANDARD
25428,2017-11-05T05:18:51.000Z,1843.91257038,262,2,STANDARD
25431,2017-11-05T05:24:48.000Z,8203.377295699996,1133,2,STANDARD
25433,2017-11-05T05:32:35.000Z,6544.9817076413,627,2,STANDARD
25434,2017-11-05T05:33:15.000Z,36925.686704099986,1763,2,STANDARD
25435,2017-11-05T05:36:41.000Z,20495.942716549438,1117,2,STANDARD
25436,2017-11-05T05:37:35.000Z,975.99727221664,85,2,STANDARD
25437,2017-11-05T05:38:18.000Z,6736.98117102818,592,2,STANDARD
25438,2017-11-05T05:41:00.000Z,2479.9930687472,301,2,STANDARD
25439,2017-11-05T05:41:11.000Z,6385.982152024039,661,2,STANDARD
25441,2017-11-05T05:46:25.000Z,6460.64071244,896,2,STANDARD
25442,2017-11-05T05:46:50.000Z,7978.97769981206,501,2,STANDARD
25443,2017-11-05T05:46:59.000Z,2278.99363051406,211,2,STANDARD
25444,2017-11-05T05:51:16.000Z,3537.3985216199994,578,2,STANDARD
25445,2017-11-05T05:51:59.000Z,5628.98426773306,525,2,STANDARD
25447,2017-11-05T05:58:16.000Z,9425.97365564964,1295,2,STANDARD
25448,2017-11-05T05:59:24.000Z,4020.042806300002,602,2,STANDARD
25449,2017-11-05T06:01:52.000Z,16678.953384530058,26,2,STANDARD
25450,2017-11-05T06:03:11.000Z,10595.970385663439,728,2,STANDARD
25451,2017-11-05T06:03:26.000Z,1413.99604806796,192,2,STANDARD
25452,2017-11-05T06:06:00.000Z,7349.979457779,138,2,STANDARD
25453,2017-11-05T06:12:03.000Z,5847.98365565872,593,2,STANDARD
25454,2017-11-05T06:15:06.000Z,15716.95607318538,938,2,STANDARD
25456,2017-11-05T06:18:06.000Z,6597.906149059998,575,2,STANDARD
25457,2017-11-05T06:19:25.000Z,7317.97954721452,586,2,STANDARD
25458,2017-11-05T06:21:00.000Z,5355.985030729839,741,2,STANDARD
25459,2017-11-05T06:22:38.000Z,7009.9804080314,442,2,STANDARD
25462,2017-11-05T06:30:19.000Z,6099.45814558,496,2,STANDARD
25465,2017-11-05T06:35:26.000Z,6879.028878939999,996,2,STANDARD
25468,2017-11-05T06:38:37.000Z,6387.0488129199975,545,2,STANDARD
25469,2017-11-05T06:42:13.000Z,15036.95797369018,898,2,STANDARD
25472,2017-11-05T06:44:00.000Z,3170.9389289,569,2,STANDARD
25482,2017-11-05T06:49:17.000Z,1901.9946841762799,592,2,STANDARD
25484,2017-11-05T06:51:10.000Z,6033.962835600001,544,2,STANDARD
25489,2017-11-05T07:00:25.000Z,6024.9831609685,456,2,STANDARD
25496,2017-11-05T07:10:56.000Z,6774.981064823501,542,2,STANDARD
25499,2017-11-05T07:14:31.000Z,3356.7452785999994,579,2,STANDARD
25500,2017-11-05T07:15:00.000Z,7338.97948852246,601,2,STANDARD
25506,2017-11-05T07:28:54.000Z,7293.97961429116,563,2,STANDARD
25507,2017-11-05T07:42:14.000Z,6814.9809530290995,276,2,STANDARD
25510,2017-11-05T07:52:11.000Z,4705.98684738884,440,2,STANDARD
25517,2017-11-05T14:51:29.000Z,4772.435005740001,474,2,STANDARD
25518,2017-11-05T15:01:00.000Z,6281.98244268948,629,2,STANDARD
25519,2017-11-05T15:13:57.000Z,3984.9888624829,382,2,STANDARD
25521,2017-11-05T15:32:54.000Z,4968.98611234066,516,2,STANDARD
25522,2017-11-05T15:40:34.000Z,6252.422693900003,413,2,STANDARD
25524,2017-11-05T15:57:33.000Z,4800.9865818771395,1010,2,STANDARD
25528,2017-11-05T16:36:08.000Z,3161.8220178000006,322,2,STANDARD
25531,2017-11-05T16:52:05.000Z,8404.97609882,640,2,STANDARD
25535,2017-11-05T17:08:40.000Z,1430.6952132999995,178,2,STANDARD
25540,2017-11-05T17:25:16.000Z,2094.1939085,271,2,STANDARD
25547,2017-11-05T18:06:54.000Z,2827.99209613592,163,2,STANDARD
25549,2017-11-05T18:15:20.000Z,1417.99603688852,285,2,STANDARD
25570,2017-11-05T20:42:30.000Z,2180.1906007400003,259,2,STANDARD
25579,2017-11-05T21:48:01.000Z,20221.94348234108,824,2,STANDARD
25584,2017-11-05T22:07:17.000Z,12798.96422858686,2,2,STANDARD
25592,2017-11-05T22:30:33.000Z,2587.99276690232,289,2,STANDARD
25596,2017-11-05T22:45:08.000Z,3226.9909809867795,318,2,STANDARD
25599,2017-11-05T23:04:27.000Z,1469.9958915558,201,2,STANDARD
25619,2017-11-06T00:00:46.000Z,82988.15985719993,3612,2,STANDARD
25644,2017-11-06T02:00:04.000Z,577.0610438000001,168,2,STANDARD
25658,2017-11-06T04:06:54.000Z,9375.97379539264,696,2,STANDARD
25666,2017-11-06T06:54:09.000Z,1642.99540804502,214,2,STANDARD
25667,2017-11-06T07:51:16.000Z,2819.9921184948,287,2,STANDARD
25668,2017-11-06T12:36:08.000Z,3187.9866675199996,383,2,STANDARD
25669,2017-11-06T13:31:36.000Z,2394.4903151399985,513,2,STANDARD
25675,2017-11-06T16:11:26.000Z,4551.379282019998,569,2,STANDARD
25676,2017-11-06T16:26:07.000Z,5945.983381762439,831,2,STANDARD
25691,2017-11-06T18:11:59.000Z,5762.98389322182,579,2,STANDARD
25713,2017-11-06T20:41:08.000Z,7007.36086922,723,2,STANDARD
25723,2017-11-06T23:16:29.000Z,2450.99314979814,222,2,STANDARD
25770,2017-11-07T05:42:37.000Z,10263.97131355696,772,2,STANDARD
25777,2017-11-07T11:56:05.000Z,6937.367453939999,554,2,STANDARD
25778,2017-11-07T12:47:18.000Z,5321.98512575508,666,2,STANDARD
25779,2017-11-07T13:44:39.000Z,3399.9904974759997,4,2,STANDARD
25780,2017-11-07T14:34:28.000Z,81626.78052704001,1876,2,STANDARD
25784,2017-11-07T16:43:26.000Z,3960.98892955954,363,2,STANDARD
25787,2017-11-07T17:07:33.000Z,3928.9890189950597,635,2,STANDARD
25796,2017-11-07T17:26:04.000Z,16214.695955800002,1072,2,STANDARD
25804,2017-11-07T17:45:13.000Z,3171.4346056200006,571,2,STANDARD
25813,2017-11-07T18:32:21.000Z,4607.242692099999,614,2,STANDARD
25821,2017-11-07T19:08:11.000Z,17107.950466760012,1037,2,STANDARD
25827,2017-11-07T19:52:36.000Z,2982.6026967199996,246,2,STANDARD
25838,2017-11-07T22:27:56.000Z,6936.98061205618,684,2,STANDARD
25839,2017-11-07T22:31:35.000Z,2919.9918390088,299,2,STANDARD
25840,2017-11-07T22:39:54.000Z,2989.9916433686,227,2,STANDARD
25849,2017-11-07T23:34:30.000Z,4841.98646728788,584,2,STANDARD
25854,2017-11-08T00:02:59.000Z,2859.61371524,587,2,STANDARD
25873,2017-11-08T00:57:53.000Z,11708.543955799996,917,2,STANDARD
25892,2017-11-08T03:08:35.000Z,6501.981827820279,661,2,STANDARD
25896,2017-11-08T03:56:56.000Z,5868.98359696666,750,2,STANDARD
25899,2017-11-08T04:21:33.000Z,816.9977165993799,103,2,STANDARD
25903,2017-11-08T04:28:21.000Z,11554.584835359996,1216,2,STANDARD
25904,2017-11-08T04:32:06.000Z,4318.98792899966,396,2,STANDARD
25905,2017-11-08T04:34:16.000Z,3825.98930686564,482,2,STANDARD
25909,2017-11-08T05:50:13.000Z,10877.96959751292,631,2,STANDARD
25911,2017-11-08T06:46:27.000Z,9401.97372272628,697,2,STANDARD
25913,2017-11-08T07:40:49.000Z,2087.99416433232,224,2,STANDARD
25919,2017-11-08T13:36:57.000Z,7263.22983582,682,2,STANDARD
25926,2017-11-08T13:47:58.000Z,5347.98505308872,626,2,STANDARD
25930,2017-11-08T14:25:01.000Z,3616.8468094000004,424,2,STANDARD
25932,2017-11-08T16:04:38.000Z,1725.99517607164,263,2,STANDARD
25939,2017-11-08T17:06:38.000Z,1628.9954471730598,137,2,STANDARD
25944,2017-11-08T17:43:33.000Z,2759.9922861864,328,2,STANDARD
25948,2017-11-08T17:50:53.000Z,1225.99657350164,131,2,STANDARD
25949,2017-11-08T17:59:34.000Z,2719.9923979807995,2,2,STANDARD
25954,2017-11-08T18:31:45.000Z,10177.707560999994,1406,2,STANDARD
25967,2017-11-08T20:22:12.000Z,9132.637570480003,981,2,STANDARD
25974,2017-11-08T21:25:09.000Z,3960.98892955954,411,2,STANDARD
25980,2017-11-08T22:50:51.000Z,10469.253986059995,1063,2,STANDARD
25996,2017-11-09T00:00:03.000Z,4357.987820000119,388,2,STANDARD
26019,2017-11-09T02:31:02.000Z,6275.98245945864,653,2,STANDARD
26036,2017-11-09T04:37:55.000Z,4017.075183339999,400,2,STANDARD
26038,2017-11-09T04:47:09.000Z,5161.3223607,529,2,STANDARD
26054,2017-11-09T06:36:31.000Z,3496.3716170000002,314,2,STANDARD
26055,2017-11-09T07:06:01.000Z,6346.98226102358,592,2,STANDARD
26061,2017-11-09T14:01:36.000Z,9784.302788659994,1278,2,STANDARD
26063,2017-11-09T15:04:16.000Z,12258.682350739993,854,2,STANDARD
26064,2017-11-09T15:06:07.000Z,2346.99344046358,304,2,STANDARD
26070,2017-11-09T16:31:43.000Z,3960.98892955954,334,2,STANDARD
26074,2017-11-09T16:59:40.000Z,2169.9939351538,262,2,STANDARD
26083,2017-11-09T17:38:19.000Z,3590.5292723799994,366,2,STANDARD
26093,2017-11-09T17:59:03.000Z,2783.99221910976,241,2,STANDARD
26098,2017-11-09T18:03:20.000Z,5250.98532419014,428,2,STANDARD
